scan_number,session,bids_subdir,scan_suffix,scan_type,dim1,dim2,dim3,dim4,x,y,z,tr,visual_onset_suffix,motor_onset_suffix,sub-501,sub-502,sub-503,sub-504,sub-505,sub-506,sub-507,sub-508,sub-509,sub-510,sub-511,sub-512,sub-513,sub-514,sub-515,sub-516,sub-517,sub-518,sub-519,sub-520
1,ses-01,anat,_run-01_T1w.nii.gz,T1,256,256,150,1,1.0,1.0,1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ses-01,func,_task-rest_run-01_bold.nii.gz,REST,128,128,34,144,1.875,1.875,4,2.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
